,0,1,2
556,permskaya pivovarinnaya kompaniya,moskovskaya pivovarennaya kompaniya,85
557,brasserie heineken,brasserie de saintsylvestre,86
558,bicu genova,bidu,68
559,la taverne du sergeantrecruteur,la grihete,86
560,growlers,growler craft brewery,80
561,glentworth brewery,deka brewery,86
562,abbey wright brewing co,abbey brewing co,95
563,pacific crest brewing company tap room,crest brewing company,90
564,independent liquor,taiwan tobacco liquor corporation,86
565,pivzavod muliyon,vat berdichivskiy pivzavod,86
566,suds brothers brewery,2 brothers brewery,89
567,pivovar saris,pivovar v martine heineken slovensko as,86
568,brasserie de la pigeonnelle,la grihete,86
569,rother valley brewing co,beer valley brewing co,87
570,rheingold brewing co,boscos restaurant brewing co memphis,86
571,great lakes brewing company,grand lake brewing company,91
572,denver chop house brewery,deka brewery,86
573,pt bali hai brewery indonesia,deka brewery,86
574,les artisans brasseurs brasserie mibrana,brasserie authentique,86
575,guinness ghana breweries group,boston breweries,86
576,fullsteam brewery,watson bros bistro brewery,86
577,cerveceria suramericana s a,privatbrauerei burgerbrau naila a wohn ohg,86
578,brasserie doran,brasserie de saintsylvestre,86
579,birrificio troll,birrificio bresciano montenetto,86
580,wooden hand brewery,deka brewery,86
581,pivovarsky dv367r chyn283,pivovarsky dv367r plze328 purkmistr restaurant,86
582,brewery lobkowicz,watson bros bistro brewery,86
583,willimantic brewing co,boscos restaurant brewing co memphis,86
584,jamtlands bryggeri ab,kopparbergs bryggeri ab sofiero banco zeunerts,86
585,la cagole,la brasserie du caou,86
586,borg brugghus,bru,90
587,alpine beer company,maine beer company,92
588,porter house,monks porter house,90
589,brauerei biervision monstein ag,kolberg brauerei,86
590,brasserie la saintpierre,la grihete,86
591,humperdinks restaurant and sports bar,the pumphouse bar,86
592,brauhaus schreckenskammer,kronen brauhaus,86
593,golan brewery,watson bros bistro brewery,86
594,grand river brewing,boscos restaurant brewing co memphis,86
595,marshall wharf brewing company three tides restaurant,walking man brewing co,86
596,bavarian barbarian brewing company,walking man brewing co,86
597,great white north craft brewery,deka brewery,86
598,brauerei weitnau,brauerei weitra,90
599,world brews,old world brewery,86
600,terminal brewhouse,brownstone restaurant brewhouse,86
601,hideji beer,the perfect pear cafe the vermont beer company,86
602,brasserie mare nostrum,le brassetemps louvainlaneuve brasserie dubuisson freres,86
603,santa fe hops brewhouse geezers restaurant,the depot restaurant lounge,86
604,bad windsheimer burgerbrau,privatbrauerei burgerbrau naila a wohn ohg,86
605,the alchemist,the alchemist pub brewery,90
606,highland pub brewery mcmenamins,mcmenamins,90
607,la voie maltee,microbrasserie la memphre,86
608,butchers brewing,mt angel brewing company,86
609,junction craft brewing,boscos restaurant brewing co memphis,86
610,brasserie artisanale millevertus de toernich,brasserie authentique,86
611,liberty steakhouse brewery,deka brewery,86
612,smiles brewing co ltd,millis brewing co ltd,90
613,new england brewing co,boscos restaurant brewing co memphis,86
614,lost rhino brewing company,ohio brewing company,87
615,blackwood valley brewing company the cidery,valley brewing company,90
616,badische staatsbrauerei rothaus ag,brauerei baar ag,86
617,birrificio di como,birrificio bresciano montenetto,86
618,throwback brewery,watson bros bistro brewery,86
619,byggver bryggeri,kopparbergs bryggeri ab sofiero banco zeunerts,86
620,southside speakeasy and brewpub,black swan brewpub,86
621,big boss brewing,big nose brewing,88
622,last straw brew pub,great dane pub brewing company downtown,86
623,three floyds brewing co brewpub,pisgah brewing co,86
624,laverstoke park farm,weeping radish eco farm brewery,86
625,second street brewery,deka brewery,86
626,zhigulovskiy pivobyezalkogolniy kombinatu vakano,vat pivobyezalkogolniy kombinat krim,74
627,brauerei sester gmbh,brauerei lasser gmbh,90
628,dublin brewing company,odin brewing company,90
629,carlsberg srbija doo pivara,sarajevska pivara,86
630,cervezas fernandez pons,cervezas anaga,86
631,heavy seas beer,the perfect pear cafe the vermont beer company,86
632,mt emily ale house,ale house,90
633,west end brewery,watson bros bistro brewery,86
634,great oakley brewery,great lakes brewery,87
635,north coast brewing co,boscos restaurant brewing co memphis,86
636,bayhawk ales,oulton ales limited,86
637,full circle brewing co,boscos restaurant brewing co memphis,86
638,industrial cervecera sa compania cervecera de nicaragua,bieres de saintlouis,86
639,lovejoys taproom,the brew kettle taproom smokehouse production works,86
640,stariy georg,privatbrauerei georg wolf,86
641,north east brewing company,northwest brewing company,94
642,hammer nail brewers,nail brewing australia pty ltd,86
643,brouwerij traagwater,brouwerij de bie dhellekappelle,86
644,la zaragozana sa,la grihete,86
645,southampton publick house,colorado brewing company boulder draft house,86
646,burton bridge brewery,ironbridge brewery,87
647,raccoon river brewing company,moon river brewing company,91
648,topvar brewery,watson bros bistro brewery,86
649,manerba brewery,watson bros bistro brewery,86
650,barnaul brewery,watson bros bistro brewery,86
651,the prodigal son brewery,deka brewery,86
652,suginoya brewery hamachi shuzo kk,deka brewery,86
653,caru cu bere,bere craiova brauunion romania,86
654,giessener brauhaus,brauhaus pfaffenhofen urban,86
655,huntergatherer brewery and ale house,ale house,90
656,apu brewery,taps brewery,87
657,capital brewery,coastal brewery,87
658,tbonz gill grill,draught microbrewery bar grill,86
659,nanuan corp,wiedenmayer brewing corp,86
660,q beer,the perfect pear cafe the vermont beer company,86
661,brouwerij de horste,antarctica companhia brasileira de bebidas,86
662,bear republic brewing co,boscos restaurant brewing co memphis,86
663,maribo bryghus royal unibrew,nrrebro bryghus,86
664,two brothers brewing company,brothers brewing company,95
665,babes barbque and brewery,deka brewery,86
666,bitter root brewing,boscos restaurant brewing co memphis,86
667,zago srl,birrifico artigianale sammarinese srl,86
668,la brasserie du val de drome,la grihete,86
669,das kleine brauhaus zu bergedorf luitbrau,kronen brauhaus,86
670,spinnakers gastro brewpub guesthouse,black swan brewpub,86
671,arriba mexican grill casa arriba brewing company,walking man brewing co,86
672,societe des brasseries de louest africain soboa,bieres de saintlouis,86
673,rusty truck brewing company roadhouse 101,walking man brewing co,86
674,bierbrier brewing inc,boscos restaurant brewing co memphis,86
675,duff sales marketing ek,hartsfelder familienbrauerei hald ek,86
676,cervecera latinoamericana sa,abbaye de leffe sa,86
677,charleville vineyard microbrewery,raw microbrewery,86
678,brauhaus kuhler krug,brauhaus sion,86
679,le siboire,le trou du diable,86
680,cannon brew pub,harts pub rocks brewing co,86
681,abbey ales limited,amber ales limited,89
682,brauervereinigung pegnitz,brauerei weitnau,62
683,olvalde farm brewing company,pisgah brewing co,86
684,melbourn bros,watson bros bistro brewery,86
685,herslev bryghus,grauballe bryghus gaardbryggeriet,86
686,abbey brewing co,abbey wright brewing co,95
687,panther brewing company,asher brewing company,91
688,ariana brewery,carolina brewery,87
689,mcmullen sons ltd,keltek brewing company ltd,86
690,boggart hole clough brewing co,pisgah brewing co,86
691,bonaventure brewing,boscos restaurant brewing co memphis,86
692,thr3e wise men,the twisted hop real ale brewpub,61
693,uncle billys brew que,the brew kettle taproom smokehouse production works,86
694,brauerei raschhofer,gatzweiler brauerei dusseldorf,86
695,cerveceria la constancia sa bevco ltd,harvey son ltd,86
696,brouwerij danny,brouwerij drie fonteinen,86
697,latrobe brewing co,whale gulch brewing company,86
698,mudgee brewing co,whale gulch brewing company,86
699,sma vesen bryggeri,kopparbergs bryggeri ab sofiero banco zeunerts,86
700,art cervesers cervesa artesanal,the brewers art,86
701,gentse stadsbrouwerij,groningse stadsbrouwerij,84
702,willoughby brewing,willoughby brewing company,95
703,altstadthotel restaurant zieglerbrau,bjs restaurant,86
704,sillamae olletehas,as tartu olletehas,67
705,fiddlehead brewing company,pisgah brewing co,86
706,morrissey fox ye olde punch bowl inn,olde world ales lagers,86
707,quarryman taverne brewery,deka brewery,86
708,pivovar nymburk spol s ro,pivovar v martine heineken slovensko as,86
709,det lille bryggeri,kopparbergs bryggeri ab sofiero banco zeunerts,86
710,highlands hollow brewhouse,brewhouse at whistler high mountain brewing company,86
711,corvedale brewery,watson bros bistro brewery,86
712,u fleku pivovaru a restauraci,brasserie a vapeur,86
713,ck browar,browar kormoran,86
714,z street brewing company,4th street brewing company,92
715,battle ground brewery restaurant,deka brewery,86
716,rathaus brauerei,gatzweiler brauerei dusseldorf,86
717,tanglehead brewing company,trailhead brewing company,90
718,brouwerij dilewyns,brouwerij de bie dhellekappelle,86
719,palm springs brewery inc,deka brewery,86
720,cellar rats brewery,deka brewery,86
721,brau brothers brewing co llc,kiesel brau,86
722,dornbusch brewing company,greenbush brewing company,88
723,big city brewing co ltd,boscos restaurant brewing co memphis,86
724,karmelitenbrauerei karl sturm,brauerei hainfeld karl riedmuller gmbh co kg,86
725,cerveza islena,cerveza ancla colombia,86
726,harbin brewery group,deka brewery,86
727,lone peak brewery,watson bros bistro brewery,86
728,barley mill brewpub barley grapes,tin mill brewing,86
729,hangzhou xihu beer asahi co ltd,harvey son ltd,86
730,privatbrauerei m ketterer gmbh co,walking man brewing co,86
731,hyde park brewing company,brewhouse at whistler high mountain brewing company,86
732,scattor rock,prairie rock brewery,86
733,walnut brewery,watson bros bistro brewery,86
734,macau beer company limited,brewhouse at whistler high mountain brewing company,86
735,egyptian international beverages company,mt angel brewing company,86
736,railway city brewing company,slab city brewing company,87
737,sly fox brewing company,slo brewing company,90
738,breckenridge brewery,deka brewery,86
739,livu alus,abula alus dar299tava,86
740,northwest brewwerks,north by northwest restaurant brewery,86
741,arcense stoombierbouwerij hertog jan brouwerij,brouwerij contreras,86
742,sioux falls brewing co,boscos restaurant brewing co memphis,86
743,heads up brewing,mt angel brewing company,86
744,blimp city brewing,whale gulch brewing company,86
745,aspen brewing co,mt angel brewing company,86
746,brasserie de brunehaut,bru,90
747,brauerei schumacher,gatzweiler brauerei dusseldorf,86
748,oderland brauerei gmbh,kaltenberg international konig ludwig international gmbh cokg,86
749,kennebec river brewery,deka brewery,86
750,sgaards bryghus,grauballe bryghus gaardbryggeriet,86
751,lazy monk brewing,whale gulch brewing company,86
752,flotzinger brauprivatbrauerei franz steegmuller,brauerei franz xaver glossner,86
753,old market pub and brewery,deka brewery,86
754,facers flintshire brewery,deka brewery,86
755,the idle brewery,the hidden brewery,88
756,legends sportsbar and brewpub,black swan brewpub,86
757,brouwerij slaapmutske,arcense stoombierbouwerij hertog jan brouwerij,86
758,beaus all natural brewing company,natural brewing company,95
759,birrificio geco,birrificio bresciano montenetto,86
760,birrificio dada,birrificio bresciano montenetto,86
761,black fox brewing,whale gulch brewing company,86
762,brouwerij den hopperd,arcense stoombierbouwerij hertog jan brouwerij,86
763,corner pub,harts pub rocks brewing co,86
764,brass restaurant brewery,bjs restaurant brewery,91
765,bierbrouwerij de drie ringen,antarctica companhia brasileira de bebidas,86
766,moylans brewery,watson bros bistro brewery,86
767,brasserie de tunis,brasserie de saintsylvestre,86
768,paulbricius company,brewhouse at whistler high mountain brewing company,86
769,asheville pizza and brewing co,pisgah brewing co,86
770,millis brewing co ltd,smiles brewing co ltd,90
771,khoday brewing distilling industries ltd,walking man brewing co,86
772,oxbow brewing company,soo brewing company,90
773,walla walla brewers inc,bacardi usa inc,86
774,cbs brewing company,cjs brewing company,95
775,coors brewers ltd,keltek brewing company ltd,86
776,brauerei gasthof schwan schwanenbrau,spessart brauerei gmbh,86
777,ginnheimer wirtshaus,klosterbrauerei weissenohe klosterbrauerei weienohe wirtshaus,86
778,founders organic brewery,deka brewery,86
779,hofbrauhaus pittsburgh,hofbrauhaus traunstein josef sailer kg,86
780,amicas,lighthouse brewpub mcmenamins,66
781,speights brewery,watson bros bistro brewery,86
782,raw microbrewery,craft microbrewery,88
783,high sierra brewing co,boscos restaurant brewing co memphis,86
784,maplewood farms restaurant brewery,deka brewery,86
785,hackerpschorr brauhaus,brauhaus sion,86
786,moccasin bend brewing co,boscos restaurant brewing co memphis,86
787,great orme brewery,great newsome brewery,87
788,croucher brewing co,boscos restaurant brewing co memphis,86
789,browarmia krolewkska,browar kiper,68
790,landmark brewing company,lander brewing company,91
791,skw brewing,walking man brewing co,86
792,speakeasy ales lagers,slaters ales,86
793,castle bay irish pub,great dane pub brewing company downtown,86
794,cheshire valley brewing company,valley brewing company,95
795,marstons plc,hardys hansons plc,86
796,the firehouse brewing co,firehouse brewing co,95
797,yantar brewery,watson bros bistro brewery,86
798,hopshackle brewery ltd,deka brewery,86
799,engine 15 brewing company,nine g brewing company,89
800,1648 brewing company ltd,boscos restaurant brewing co memphis,86
801,bauer s marchfelder storchenbrau,storchenbrau,90
802,north fork brewing,whale gulch brewing company,86
803,triple rock brewery alehouse,deka brewery,86
804,thomas kemper brewing co,boscos restaurant brewing co memphis,86
805,castle rock brewery,deka brewery,86
806,dortmunder union brauerei,kolberg brauerei,86
